,movie_id,title,budget,keywords,original_language,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western,roi
10,1452,Superman Returns,270000000,"{'superhero', 'super powers', 'saving the world', 'dc comics', 'superhuman strength', 'lex luthor', 'based on comic book', 'sequel', 'invulnerability', 'kryptonite'}",en,57.925623,"{'Bad Hat Harry Productions', 'Warner Bros.', 'DC Comics', 'Legendary Pictures'}",2006-06-28,391081192,154.0,5.4,1400,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.44844885925925926
11,10764,Quantum of Solace,200000000,"{'undercover', 'british secret service', 'killing', 'secret agent'}",en,107.928811,{'Eon Productions'},2008-10-30,586090727,106.0,6.1,2965,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.930453635
12,58,Pirates of the Caribbean: Dead Man's Chest,200000000,"{'exotic island', 'pirate', 'east india trading company', 'monster', 'daughter', 'bondage', 'ship', 'aftercreditsstinger', 'compass', 'captain', 'fortune teller', 'swashbuckler', 'witch', 'card game'}",en,145.84737900000005,"{'Jerry Bruckheimer Films', 'Second Mate Productions', 'Walt Disney Pictures'}",2006-06-20,1065659812,151.0,7.0,5246,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.32829906
13,57201,The Lone Ranger,255000000,"{'lawyer', 'tonto', 'texas', 'survivor', 'texas ranger', 'escape', 'outlaw', 'train', 'horse', 'the lone ranger', 'partner', 'lone ranger', 'comanche'}",en,49.046956,"{'Silver Bullet Productions (II)', 'Classic Media', 'Infinitum Nihil', 'Blind Wink Productions', 'Jerry Bruckheimer Films', 'Walt Disney Pictures'}",2013-07-03,89289910,149.0,5.9,2311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.6498434901960785
14,49521,Man of Steel,225000000,"{'alien invasion', 'dc extended universe', 'superhero', 'super powers', 'saving the world', 'dc comics', 'superhuman', 'reboot', 'based on comic book'}",en,99.398009,"{'Cruel and Unusual Films', 'Warner Bros.', 'DC Entertainment', 'Syncopy', 'Legendary Pictures'}",2013-06-12,662845518,143.0,6.5,6359,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.94598008
15,2454,The Chronicles of Narnia: Prince Caspian,225000000,"{'fictional place', 'based on novel', 'human being', 'leap in time', 'wretch', 'fantasy world', 'uncle', 'narnia', 'faith', 'brother sister relationship', 'matter of life and death', 'lion'}",en,53.978602,"{'Propeler', 'Walt Disney', 'Silverbell Films', 'Ozumi Films', 'Revolution Sun Studios', 'Stillking Films', 'Walden Media'}",2008-05-15,419651413,150.0,6.3,1630,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8651173911111111
16,24428,The Avengers,220000000,"{'alien invasion', 'new york', 'superhero', 'shield', 'marvel cinematic universe', 'aftercreditsstinger', 'marvel comic', 'duringcreditsstinger', 'based on comic book', 'superhero team'}",en,144.448633,"{'Marvel Studios', 'Paramount Pictures'}",2012-04-25,1519557910,143.0,7.4,11776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.907081409090909
17,1865,Pirates of the Caribbean: On Stranger Tides,380000000,"{'silver', 'battle', 'pirate', 'sword', '3d', 'duke', 'prime minister', 'sailing', 'ship', 'sea', 'mermaid', 'captain', 'swashbuckler', 'aftercreditsstinger', 'mutiny', 'soldier'}",en,135.413856,"{'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)', 'Walt Disney Pictures'}",2011-05-14,1045713802,136.0,6.4,4948,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.7518784263157894
18,41154,Men in Black 3,225000000,"{'time travel', 'alien', 'seeing the future', 'fictional government agency', 'changing history', 'time machine'}",en,52.035179,"{'Parkes/MacDonald Productions', 'Amblin Entertainment', 'Imagenation Abu Dhabi FZ', 'Media Magik Entertainment', 'Hemisphere Media Capital'}",2012-05-23,624026776,106.0,6.2,4160,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7734523377777778
19,122917,The Hobbit: The Battle of the Five Armies,250000000,"{'middle-earth (tolkien)', 'battle', 'orcs', 'elves', 'dwarves', 'sword and sorcery', 'unlikely friendship', 'hobbit', 'dragon', 'epic battle', 'corruption'}",en,120.965743,"{'WingNut Films', '3Foot7', 'New Line Cinema', 'Metro-Goldwyn-Mayer (MGM)', 'Warner Bros. Pictures'}",2014-12-10,956019788,144.0,7.1,4760,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.824079152
20,1930,The Amazing Spider-Man,215000000,"{'serum', 'super powers', 'loss of father', 'spider bite', 'masked vigilante', 'vigilante', 'genetic engineering', 'social outcast', 'reboot', 'marvel comic', 'duringcreditsstinger', 'scientific experiment'}",en,89.866276,"{'Laura Ziskin Productions', 'Columbia Pictures', 'Marvel Entertainment'}",2012-06-27,752215857,136.0,6.5,6586,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.4986784046511628
21,20662,Robin Hood,200000000,"{'sherwood forest', 'middle ages', 'king of england', 'medieval', 'knight', 'archer', 'robin hood', 'bow and arrow'}",en,37.668301,"{'Imagine Entertainment', 'Scott Free Productions', 'Universal Pictures', 'Relativity Media'}",2010-05-12,310669540,140.0,6.2,1398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5533477
22,57158,The Hobbit: The Desolation of Smaug,250000000,"{'orcs', 'elves', 'dwarves', 'sword and sorcery', 'wizard', 'hobbit', 'dragon'}",en,94.370564,"{'WingNut Films', 'New Line Cinema', 'Metro-Goldwyn-Mayer (MGM)', 'Warner Bros. Pictures'}",2013-12-11,958400000,161.0,7.6,4524,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.8336
23,2268,The Golden Compass,180000000,"{'experiment', 'animal', 'polar bear', 'england', 'orphan', 'uncle', 'lordship', 'based on young adult novel', 'compass'}",en,42.990906,"{'Depth of Field', 'New Line Cinema', 'Scholastic Productions', 'Ingenious Film Partners'}",2007-12-04,372234864,113.0,5.8,1303,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0679714666666666
24,254,King Kong,207000000,"{'exotic island', 'film producer', 'screenplay', 'dinosaur', 'film making', 'film business', 'show business', 'monster', 'indigenous', 'ship'}",en,61.22601,"{'WingNut Films', 'Big Primate Pictures', 'MFPV Film', 'Universal Pictures'}",2005-12-14,550000000,187.0,6.6,2337,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6570048309178744
25,597,Titanic,200000000,"{'iceberg', 'class differences', 'disaster', 'rich woman - poor man', '1910s', 'star crossed lovers', 'salvage', 'steerage', 'ocean liner', 'epic', 'tragic love', 'shipwreck', 'love', 'rich snob', '3d', 'imax', 'titanic', 'ship', 'panic'}",en,100.025899,"{'Lightstorm Entertainment', 'Twentieth Century Fox Film Corporation', 'Paramount Pictures'}",1997-11-18,1845034188,194.0,7.5,7562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,8.22517094
26,271110,Captain America: Civil War,250000000,"{'civil war', 'superhero', 'war', 'imax', '3d', 'marvel cinematic universe', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel comic', 'sequel', 'based on comic book'}",en,198.372395,"{'Deluxe Digital Studios', 'Studio Babelsberg', 'Vita-Ray Dutch Productions (III)', 'Marvel Studios', 'Walt Disney Studios Motion Pictures'}",2016-04-27,1153304495,147.0,7.1,7241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.61321798
27,44833,Battleship,209000000,"{'mighty mo', 'mind reading', 'fight', 'hong kong', 'navy lieutenant', 'soccer', 'lost communication', 'aftercreditsstinger', 'armada', 'joint chiefs of staff', 'fictional war', 'naval', 'buoy', 'jds myoko', 'scientist', 'battleship', 'u.s. navy', 'communications expert', 'jet fighter pilot', 'taser', 'uss john paul jones', 'crash landing', 'permission to marry', 'based on board game', 'naval combat', 'uss missouri'}",en,64.928382,"{'Film 44', 'Universal Pictures', 'Bluegrass Films', 'Hasbro'}",2012-04-11,303025485,131.0,5.5,2114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.4498827033492823
28,135397,Jurassic World,150000000,"{'tyrannosaurus rex', 'dinosaur', 'escape', 'jurassic park', 'monster', 'island', 'sequel', 'velociraptor', 'disaster', 'amusement park', 'animal attack', 'theme park', '3d', 'suspense', 'dna', 'animal horror'}",en,418.708552,"{'Universal Studios', 'Amblin Entertainment', 'Dentsu', 'Fuji Television Network', 'Legendary Pictures'}",2015-06-09,1513528810,124.0,6.5,8662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9.090192066666667
29,37724,Skyfall,200000000,"{'uzi', 'british secret service', 'imax', 'booby trap', 'istanbul turkey', 'impersonating a police officer', 'spy', 'sociopath', 'killer', 'art gallery', 'secret agent', 'macao'}",en,93.004993,{'Columbia Pictures'},2012-10-25,1108561013,143.0,6.9,7604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.542805065
30,558,Spider-Man 2,200000000,"{'tentacle', 'death', 'super villain', 'dual identity', 'pizza boy', 'superhero', 'scientist', 'doctor', ""love of one's life"", 'marvel comic', 'sequel'}",en,35.149586,"{'Marvel Enterprises', 'Laura Ziskin Productions', 'Columbia Pictures'}",2004-06-25,783766341,127.0,6.7,4321,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.918831705
31,68721,Iron Man 3,200000000,"{'iron patriot', 'tennessee', 'extremis', 'iron man', 'war machine', 'superhero', '3d', 'tony stark', 'marvel cinematic universe', 'aftercreditsstinger', 'war on terror', 'mandarin', 'based on comic book', 'marvel comic', 'malibu', 'terrorist'}",en,77.68208,{'Marvel Studios'},2013-04-18,1215439994,130.0,6.8,8806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.07719997
32,12155,Alice in Wonderland,200000000,"{'fictional place', 'based on novel', '3d', 'fantasy world', 'queen', 'fantasy', 'alice in wonderland'}",en,78.530105,"{'Tim Burton Productions', 'Roth Films', 'Team Todd', 'Zanuck Company, The', 'Walt Disney Pictures'}",2010-03-03,1025491110,108.0,6.4,4645,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4.12745555
33,36668,X-Men: The Last Stand,210000000,"{'beast', 'mutant', 'aftercreditsstinger', 'superhuman', 'cyclops', 'marvel comic', 'based on comic book'}",en,3.857526,"{'Marvel Enterprises', 'Major Studio Partners', 'Twentieth Century Fox Film Corporation', 'Bad Hat Harry Productions', 'Dune Entertainment', ""Donners' Company"", 'thinkfilm', 'Ingenious Film Partners', 'XM3 Service', 'X3 Canada Productions', 'X3US Productions'}",2006-05-24,459359555,104.0,6.3,3525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1.1874264523809523
34,62211,Monsters University,200000000,"{'games', 'scary', 'university', 'monster', 'aftercreditsstinger', 'dormitory', 'animation', 'best friend'}",en,89.186492,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2013-06-20,743559607,104.0,7.0,3528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.717798035
35,8373,Transformers: Revenge of the Fallen,150000000,"{'artifact', 'sun', 'imax', 'tank', 'egypt', 'robot', 'chaos', 'duringcreditsstinger', 'transformers', 'symbol'}",en,21.939663,"{'Platinum Dunes', 'DreamWorks SKG', 'Di Bonaventura Pictures', 'Amblin Entertainment', 'Hasbro Studios', 'Revolution Sun Studios', 'Paramount Pictures'}",2009-06-19,836297228,150.0,6.0,3138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.575314853333333
36,91314,Transformers: Age of Extinction,210000000,"{'alien', 'imax', 'transformers', 'robot', 'transforming robot', 'sequel', 'giant robot'}",en,116.840296,"{'Platinum Dunes', 'Ian Bryce Productions', 'Di Bonaventura Pictures', 'Amblin Entertainment', 'China Movie Channel', 'Hasbro Studios', 'Revolution Sun Studios', 'Paramount Pictures'}",2014-06-25,1091405097,165.0,5.8,3095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.1971671285714285
37,68728,Oz: The Great and Powerful,200000000,"{'hope', 'circus', 'magic', 'illusion', '3d', 'magic trick', 'wizard', 'witch', 'lost'}",en,46.985445,"{'Walt Disney Pictures', 'Roth Films'}",2013-03-07,491868548,130.0,5.7,3530,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.45934274
38,102382,The Amazing Spider-Man 2,200000000,"{'electrocution', 'electricity', 'super powers', 'marvel comic', 'medical experiment', 'obsession', 'sequel', 'based on comic book'}",en,89.270217,"{'Marvel Enterprises', 'Avi Arad Productions', 'Columbia Pictures', 'Matt Tolmach Productions'}",2014-04-16,705717432,142.0,6.5,4179,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.52858716
39,20526,TRON: Legacy,170000000,"{'computer', 'artificial intelligence', 'dystopia', 'neon light', 'secret identity', 'duel', 'deception', 'computer program', 'motorcycle', 'autocracy'}",en,73.79505,"{'Kontsept Film Company', 'LivePlanet', 'Prana Studios', 'Revolution Sun Studios', 'Walt Disney Pictures', 'Sean Bailey Productions'}",2010-12-10,400062763,125.0,6.3,2841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.3533103705882352
40,49013,Cars 2,200000000,"{'comedy', 'car race', 'duringcreditsstinger', 'sequel', 'best friend', 'anthropomorphism'}",en,49.98659,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2011-06-11,559852396,106.0,5.8,2033,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.79926198
41,44912,Green Lantern,200000000,"{'origin', 'alien', 'magical object', 'alien infection', 'superhero', 'super powers', '3d', 'dc comics', 'transformation', 'protector'}",en,51.872839,"{'De Line Pictures', 'DC Entertainment', 'Warner Bros.'}",2011-06-16,219851172,114.0,5.1,2487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.09925586
42,10193,Toy Story 3,200000000,"{'inanimate objects coming to life', 'toy story', 'toy comes to life', 'escape', 'college', 'personification', 'toy', 'hostage', 'duringcreditsstinger', 'teddy bear', 'barbie', 'animation', 'day care'}",en,59.99541800000001,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2010-06-16,1066969703,103.0,7.6,4597,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.334848515
43,534,Terminator Salvation,200000000,"{'artificial intelligence', 'firearm', 'dystopia', 'post-apocalyptic', 'cyborg', 'saving the world', 'army', 'gas station', 'killer robot', 'wartime', 'los angeles', 'prophecy', 'san francisco'}",en,71.862892,"{'Warner Bros.', 'Wonderland Sound and Vision', 'Columbia Pictures', 'The Halcyon Company'}",2009-05-20,371353001,115.0,5.9,2463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.856765005
44,168259,Furious 7,190000000,"{'race', 'car', 'car race', 'speed', 'suspense', 'muscle car', 'revenge'}",en,102.322217,"{'Universal Pictures', 'One Race Films', 'Abu Dhabi Film Commission', 'Media Rights Capital (MRC)', 'Dentsu', 'Québec Production Services Tax Credit', 'Original Film', 'Fuji Television Network', 'Colorado Office of Film, Television & Media', 'China Film Co.'}",2015-04-01,1506249360,137.0,7.3,4176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.927628210526316
45,72190,World War Z,200000000,"{'dystopia', 'nuclear weapons', 'multiple perspectives', 'zombie', 'zombie apocalypse', 'apocalypse'}",en,81.834855,"{'GK Films', 'Skydance Productions', 'Latina Pictures', 'Paramount Pictures', 'Apparatus Productions', '2DUX²', 'Hemisphere Media Capital'}",2013-06-20,531865000,116.0,6.7,5560,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1.659325
46,127585,X-Men: Days of Future Past,250000000,"{'storm', '1970s', 'time travel', 'beast', 'changing the past or future', 'mutant', 'aftercreditsstinger', 'superhuman', 'marvel comic', 'based on comic book'}",en,118.078691,"{'Down Productions', 'TSG Entertainment', 'Twentieth Century Fox Film Corporation', 'Bad Hat Harry Productions', ""Donners' Company"", 'Revolution Sun Studios', 'Marvel Entertainment'}",2014-05-15,747862775,131.0,7.5,6032,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.9914511
47,54138,Star Trek Into Darkness,190000000,"{'alien', 'terrorist bombing', '3d', 'space', 'spacecraft', 'imax', 'friendship', 'space opera', 'sequel', 'futuristic'}",en,78.29101800000002,"{'Bad Robot', 'Kurtzman/Orci', 'Skydance Productions', 'Paramount Pictures'}",2013-05-05,467365246,132.0,7.4,4418,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.4598170842105263
48,81005,Jack the Giant Slayer,195000000,"{'based on fairy tale', 'giant'}",en,43.349855,"{'New Line Cinema', 'Warner Bros.', 'Bad Hat Harry Productions', 'Big Kid Pictures', 'Original Film', 'Legendary Pictures'}",2013-02-27,197687603,114.0,5.5,2598,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.013782579487179487
49,64682,The Great Gatsby,105000000,"{'based on novel', 'hope', 'infidelity', '3d', 'obsession'}",en,61.196071,"{'Bazmark Films', 'Warner Bros.', 'Spectrum Films', 'A&E Television Networks', 'Red Wagon Entertainment', 'Village Roadshow Pictures'}",2013-05-10,351040419,143.0,7.3,3769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.3432420857142855
50,9543,Prince of Persia: The Sands of Time,150000000,"{'regent', 'persia', 'based on video game', 'armageddon', 'brother against brother', 'sandstorm'}",en,62.169881,"{'Jerry Bruckheimer Films', 'Walt Disney Pictures'}",2010-05-19,335154643,116.0,6.2,2317,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1.2343642866666666
51,68726,Pacific Rim,180000000,"{'dystopia', '3d', 'imax', 'giant monster', 'apocalypse', 'duringcreditsstinger', 'giant robot'}",en,56.523205,"{'Disney Double Dare You (DDY)', 'Warner Bros.', 'Indochina Productions', 'Legendary Pictures'}",2013-07-11,407602906,131.0,6.7,4794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.264460588888889
52,38356,Transformers: Dark of the Moon,195000000,"{'sabotage', 'traitor', 'commando', 'giant robot', 'word domination', 'spacecraft', 'moon', 'duringcreditsstinger', 'transformers', 'bodyguard', 'based on cartoon', 'alien planet'}",en,28.529607,"{'Indochina Productions', 'Di Bonaventura Pictures', 'Hasbro Studios', 'Paramount Pictures'}",2011-06-28,1123746996,154.0,6.1,3299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4.762805107692308
53,217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,"{'archeology\xa0', 'refrigerator', 'maya civilization', 'mexico city', 'machinegun', 'saving the world', 'peru', 'treasure hunt', 'nuclear explosion', 'indiana jones', 'leather jacket', 'riddle', 'whip', 'treasure', 'alien phenomenons', 'archaeologist'}",en,75.674458,"{'Lucasfilm', 'Paramount Pictures'}",2008-05-21,786636033,122.0,5.7,2495,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2520866648648648
54,105864,The Good Dinosaur,175000000,"{'storm', 'tyrannosaurus rex', 'journey', 'dinosaur', 'nature', 'fear', 'human', 'alternate history', 'friends'}",en,51.692953,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2015-11-14,331926147,93.0,6.6,1736,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.89672084
55,62177,Brave,185000000,"{'archery', 'courage', 'woman director', 'kingdom', 'turns into animal', '3d', 'aftercreditsstinger', 'scotland', 'wish', 'archer', 'peace offering', 'rebel', 'ruins', 'rebellious daughter', 'scot', 'bravery', 'bear'}",en,125.114374,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2012-06-21,538983207,93.0,6.7,4641,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9134227405405406
56,188927,Star Trek Beyond,185000000,"{'sequel', 'hatred', 'space opera', 'stranded'}",en,65.352913,"{'Alibaba Pictures Group', 'Perfect Storm Entertainment', 'Bad Robot', 'Huahua Media', 'Skydance Media', 'Sneaky Shark', 'Paramount Pictures'}",2016-07-07,343471816,122.0,6.6,2568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8566044108108108
57,10681,WALL·E,180000000,{'romantic comedy'},en,66.390712,"{'Pixar Animation Studios', 'Walt Disney Pictures', 'FortyFour Studios'}",2008-06-22,521311860,98.0,7.8,6296,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.896177
58,5174,Rush Hour 3,140000000,{'ambassador'},en,22.57178,{'New Line Cinema'},2007-08-08,258022233,91.0,6.1,783,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.84301595
59,14161,2012,200000000,"{'apocalypse', 'destruction  of mankind', 'volcanic eruption', 'ark', 'mayan', 'disaster', 'end of the world', 'destruction', 'natural disaster', 'civilization', 'solar'}",en,45.274225,"{'The Mark Gordon Company', 'Columbia Pictures', 'Centropolis Entertainment', 'Farewell Productions'}",2009-10-10,769653595,158.0,5.6,4903,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.848267975
60,17979,A Christmas Carol,200000000,"{'christmas', 'based on novel', 'christmas carol', 'christmas eve', 'money', 'scrooge', 'ghost', 'lesson', 'charles dickens', 'victorian england', 'holiday'}",en,39.744242,"{'Walt Disney', 'ImageMovers'}",2009-11-04,325233863,96.0,6.6,1095,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.626169315
61,76757,Jupiter Ascending,176000003,"{'woman director', '3d', 'space', 'jupiter', 'interspecies romance'}",en,85.36908000000003,"{'Anarchos Productions', 'Warner Bros.', 'Dune Entertainment', 'Village Roadshow Pictures'}",2015-02-04,183987723,124.0,5.2,2768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.04538477195366866
