movie_id,title,budget,keywords,original_language,popularity,production_companies,release_date,revenue,runtime,vote_average,vote_count,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Foreign,History,Horror,Music,Mystery,Romance,Science Fiction,TV Movie,Thriller,War,Western
1452,Superman Returns,270000000,"{'invulnerability', 'superhero', 'kryptonite', 'saving the world', 'superhuman strength', 'lex luthor', 'sequel', 'based on comic book', 'dc comics', 'super powers'}",en,57.925623,"{'DC Comics', 'Warner Bros.', 'Bad Hat Harry Productions', 'Legendary Pictures'}",2006-06-28,391081192,154.0,5.4,1400,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
10764,Quantum of Solace,200000000,"{'undercover', 'killing', 'secret agent', 'british secret service'}",en,107.92881100000001,{'Eon Productions'},2008-10-30,586090727,106.0,6.1,2965,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
58,Pirates of the Caribbean: Dead Man's Chest,200000000,"{'compass', 'pirate', 'ship', 'card game', 'east india trading company', 'fortune teller', 'daughter', 'witch', 'swashbuckler', 'bondage', 'monster', 'captain', 'exotic island', 'aftercreditsstinger'}",en,145.84737900000002,"{'Jerry Bruckheimer Films', 'Second Mate Productions', 'Walt Disney Pictures'}",2006-06-20,1065659812,151.0,7.0,5246,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57201,The Lone Ranger,255000000,"{'train', 'lawyer', 'survivor', 'partner', 'lone ranger', 'tonto', 'texas ranger', 'comanche', 'the lone ranger', 'texas', 'horse', 'escape', 'outlaw'}",en,49.046956,"{'Infinitum Nihil', 'Silver Bullet Productions (II)', 'Classic Media', 'Walt Disney Pictures', 'Blind Wink Productions', 'Jerry Bruckheimer Films'}",2013-07-03,89289910,149.0,5.9,2311,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
49521,Man of Steel,225000000,"{'superhuman', 'superhero', 'alien invasion', 'dc extended universe', 'saving the world', 'reboot', 'based on comic book', 'dc comics', 'super powers'}",en,99.398009,"{'Legendary Pictures', 'Syncopy', 'Cruel and Unusual Films', 'DC Entertainment', 'Warner Bros.'}",2013-06-12,662845518,143.0,6.5,6359,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2454,The Chronicles of Narnia: Prince Caspian,225000000,"{'based on novel', 'narnia', 'uncle', 'fictional place', 'leap in time', 'fantasy world', 'human being', 'lion', 'faith', 'brother sister relationship', 'matter of life and death', 'wretch'}",en,53.978602,"{'Walden Media', 'Stillking Films', 'Revolution Sun Studios', 'Silverbell Films', 'Ozumi Films', 'Walt Disney', 'Propeler'}",2008-05-15,419651413,150.0,6.3,1630,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
24428,The Avengers,220000000,"{'superhero', 'alien invasion', 'new york', 'shield', 'duringcreditsstinger', 'marvel cinematic universe', 'marvel comic', 'based on comic book', 'aftercreditsstinger', 'superhero team'}",en,144.448633,"{'Marvel Studios', 'Paramount Pictures'}",2012-04-25,1519557910,143.0,7.4,11776,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1865,Pirates of the Caribbean: On Stranger Tides,380000000,"{'silver', 'battle', 'swashbuckler', 'pirate', 'ship', 'mermaid', 'soldier', '3d', 'sea', 'sword', 'sailing', 'duke', 'prime minister', 'captain', 'mutiny', 'aftercreditsstinger'}",en,135.413856,"{'Jerry Bruckheimer Films', 'Moving Picture Company (MPC)', 'Walt Disney Pictures'}",2011-05-14,1045713802,136.0,6.4,4948,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
41154,Men in Black 3,225000000,"{'time machine', 'seeing the future', 'alien', 'time travel', 'changing history', 'fictional government agency'}",en,52.035179,"{'Media Magik Entertainment', 'Imagenation Abu Dhabi FZ', 'Parkes/MacDonald Productions', 'Amblin Entertainment', 'Hemisphere Media Capital'}",2012-05-23,624026776,106.0,6.2,4160,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
122917,The Hobbit: The Battle of the Five Armies,250000000,"{'elves', 'dragon', 'corruption', 'battle', 'sword and sorcery', 'dwarves', 'middle-earth (tolkien)', 'epic battle', 'orcs', 'hobbit', 'unlikely friendship'}",en,120.96574299999999,"{'WingNut Films', 'New Line Cinema', '3Foot7', 'Warner Bros. Pictures', 'Metro-Goldwyn-Mayer (MGM)'}",2014-12-10,956019788,144.0,7.1,4760,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1930,The Amazing Spider-Man,215000000,"{'spider bite', 'social outcast', 'reboot', 'duringcreditsstinger', 'masked vigilante', 'marvel comic', 'serum', 'genetic engineering', 'vigilante', 'super powers', 'scientific experiment', 'loss of father'}",en,89.866276,"{'Marvel Entertainment', 'Laura Ziskin Productions', 'Columbia Pictures'}",2012-06-27,752215857,136.0,6.5,6586,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20662,Robin Hood,200000000,"{'knight', 'middle ages', 'sherwood forest', 'medieval', 'king of england', 'archer', 'robin hood', 'bow and arrow'}",en,37.668301,"{'Universal Pictures', 'Scott Free Productions', 'Imagine Entertainment', 'Relativity Media'}",2010-05-12,310669540,140.0,6.2,1398,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57158,The Hobbit: The Desolation of Smaug,250000000,"{'elves', 'dragon', 'sword and sorcery', 'dwarves', 'wizard', 'orcs', 'hobbit'}",en,94.370564,"{'Warner Bros. Pictures', 'WingNut Films', 'Metro-Goldwyn-Mayer (MGM)', 'New Line Cinema'}",2013-12-11,958400000,161.0,7.6,4524,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2268,The Golden Compass,180000000,"{'compass', 'based on young adult novel', 'england', 'uncle', 'experiment', 'animal', 'orphan', 'polar bear', 'lordship'}",en,42.990906,"{'Ingenious Film Partners', 'Scholastic Productions', 'New Line Cinema', 'Depth of Field'}",2007-12-04,372234864,113.0,5.8,1303,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
254,King Kong,207000000,"{'show business', 'film producer', 'screenplay', 'ship', 'indigenous', 'film business', 'dinosaur', 'monster', 'film making', 'exotic island'}",en,61.226009999999995,"{'Universal Pictures', 'MFPV Film', 'WingNut Films', 'Big Primate Pictures'}",2005-12-14,550000000,187.0,6.6,2337,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
597,Titanic,200000000,"{'iceberg', 'salvage', 'disaster', '1910s', 'imax', 'rich snob', 'panic', 'love', 'steerage', '3d', 'star crossed lovers', 'tragic love', 'titanic', 'ocean liner', 'epic', 'ship', 'rich woman - poor man', 'shipwreck', 'class differences'}",en,100.025899,"{'Twentieth Century Fox Film Corporation', 'Lightstorm Entertainment', 'Paramount Pictures'}",1997-11-18,1845034188,194.0,7.5,7562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
271110,Captain America: Civil War,250000000,"{'superhero', 'civil war', 'imax', 'duringcreditsstinger', 'marvel cinematic universe', '3d', 'marvel comic', 'war', 'sequel', 'based on comic book', 'aftercreditsstinger'}",en,198.37239499999998,"{'Vita-Ray Dutch Productions (III)', 'Walt Disney Studios Motion Pictures', 'Deluxe Digital Studios', 'Studio Babelsberg', 'Marvel Studios'}",2016-04-27,1153304495,147.0,7.1,7241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
44833,Battleship,209000000,"{'uss missouri', 'crash landing', 'battleship', 'mighty mo', 'naval combat', 'based on board game', 'aftercreditsstinger', 'naval', 'jet fighter pilot', 'permission to marry', 'fictional war', 'communications expert', 'navy lieutenant', 'fight', 'hong kong', 'u.s. navy', 'scientist', 'mind reading', 'taser', 'uss john paul jones', 'joint chiefs of staff', 'armada', 'jds myoko', 'buoy', 'soccer', 'lost communication'}",en,64.928382,"{'Universal Pictures', 'Bluegrass Films', 'Hasbro', 'Film 44'}",2012-04-11,303025485,131.0,5.5,2114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
135397,Jurassic World,150000000,"{'jurassic park', 'island', 'tyrannosaurus rex', 'dna', 'amusement park', 'velociraptor', 'suspense', 'animal attack', 'dinosaur', 'theme park', '3d', 'animal horror', 'sequel', 'monster', 'disaster', 'escape'}",en,418.708552,"{'Legendary Pictures', 'Universal Studios', 'Fuji Television Network', 'Amblin Entertainment', 'Dentsu'}",2015-06-09,1513528810,124.0,6.5,8662,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
37724,Skyfall,200000000,"{'killer', 'spy', 'imax', 'sociopath', 'british secret service', 'macao', 'booby trap', 'istanbul turkey', 'impersonating a police officer', 'art gallery', 'uzi', 'secret agent'}",en,93.004993,{'Columbia Pictures'},2012-10-25,1108561013,143.0,6.9,7604,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
558,Spider-Man 2,200000000,"{'superhero', 'death', 'doctor', 'scientist', ""love of one's life"", 'marvel comic', 'super villain', 'sequel', 'tentacle', 'pizza boy', 'dual identity'}",en,35.149586,"{'Marvel Enterprises', 'Laura Ziskin Productions', 'Columbia Pictures'}",2004-06-25,783766341,127.0,6.7,4321,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68721,Iron Man 3,200000000,"{'iron patriot', 'superhero', 'iron man', 'extremis', 'marvel cinematic universe', 'war on terror', 'mandarin', '3d', 'terrorist', 'malibu', 'marvel comic', 'war machine', 'tennessee', 'based on comic book', 'tony stark', 'aftercreditsstinger'}",en,77.68208,{'Marvel Studios'},2013-04-18,1215439994,130.0,6.8,8806,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12155,Alice in Wonderland,200000000,"{'fantasy', 'based on novel', 'queen', 'alice in wonderland', '3d', 'fantasy world', 'fictional place'}",en,78.530105,"{'Zanuck Company, The', 'Team Todd', 'Walt Disney Pictures', 'Tim Burton Productions', 'Roth Films'}",2010-03-03,1025491110,108.0,6.4,4645,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
36668,X-Men: The Last Stand,210000000,"{'superhuman', 'cyclops', 'beast', 'marvel comic', 'mutant', 'based on comic book', 'aftercreditsstinger'}",en,3.857526,"{'Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'X3US Productions', 'Major Studio Partners', 'thinkfilm', 'X3 Canada Productions', 'Dune Entertainment', 'Marvel Enterprises', 'XM3 Service'}",2006-05-24,459359555,104.0,6.3,3525,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
62211,Monsters University,200000000,"{'university', 'games', 'best friend', 'scary', 'monster', 'dormitory', 'animation', 'aftercreditsstinger'}",en,89.186492,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2013-06-20,743559607,104.0,7.0,3528,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8373,Transformers: Revenge of the Fallen,150000000,"{'robot', 'artifact', 'chaos', 'tank', 'imax', 'egypt', 'duringcreditsstinger', 'transformers', 'symbol', 'sun'}",en,21.939663,"{'Hasbro Studios', 'Revolution Sun Studios', 'Di Bonaventura Pictures', 'Amblin Entertainment', 'DreamWorks SKG', 'Platinum Dunes', 'Paramount Pictures'}",2009-06-19,836297228,150.0,6.0,3138,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
91314,Transformers: Age of Extinction,210000000,"{'giant robot', 'robot', 'imax', 'transformers', 'alien', 'sequel', 'transforming robot'}",en,116.840296,"{'China Movie Channel', 'Hasbro Studios', 'Ian Bryce Productions', 'Revolution Sun Studios', 'Di Bonaventura Pictures', 'Amblin Entertainment', 'Platinum Dunes', 'Paramount Pictures'}",2014-06-25,1091405097,165.0,5.8,3095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
68728,Oz: The Great and Powerful,200000000,"{'magic', '3d', 'wizard', 'circus', 'witch', 'lost', 'hope', 'magic trick', 'illusion'}",en,46.985445,"{'Roth Films', 'Walt Disney Pictures'}",2013-03-07,491868548,130.0,5.7,3530,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
102382,The Amazing Spider-Man 2,200000000,"{'electricity', 'medical experiment', 'marvel comic', 'obsession', 'sequel', 'based on comic book', 'electrocution', 'super powers'}",en,89.270217,"{'Marvel Enterprises', 'Matt Tolmach Productions', 'Columbia Pictures', 'Avi Arad Productions'}",2014-04-16,705717432,142.0,6.5,4179,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20526,TRON: Legacy,170000000,"{'deception', 'autocracy', 'motorcycle', 'artificial intelligence', 'computer program', 'computer', 'secret identity', 'dystopia', 'duel', 'neon light'}",en,73.79505,"{'Sean Bailey Productions', 'Prana Studios', 'Revolution Sun Studios', 'Kontsept Film Company', 'Walt Disney Pictures', 'LivePlanet'}",2010-12-10,400062763,125.0,6.3,2841,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
49013,Cars 2,200000000,"{'car race', 'anthropomorphism', 'duringcreditsstinger', 'comedy', 'sequel', 'best friend'}",en,49.98659,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2011-06-11,559852396,106.0,5.8,2033,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
44912,Green Lantern,200000000,"{'superhero', 'transformation', 'protector', 'origin', 'magical object', 'alien infection', 'alien', '3d', 'dc comics', 'super powers'}",en,51.872839,"{'DC Entertainment', 'Warner Bros.', 'De Line Pictures'}",2011-06-16,219851172,114.0,5.1,2487,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10193,Toy Story 3,200000000,"{'barbie', 'college', 'toy comes to life', 'teddy bear', 'day care', 'personification', 'duringcreditsstinger', 'hostage', 'toy story', 'toy', 'animation', 'escape', 'inanimate objects coming to life'}",en,59.99541800000001,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2010-06-16,1066969703,103.0,7.6,4597,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
534,Terminator Salvation,200000000,"{'cyborg', 'gas station', 'firearm', 'wartime', 'saving the world', 'artificial intelligence', 'dystopia', 'los angeles', 'killer robot', 'army', 'post-apocalyptic', 'san francisco', 'prophecy'}",en,71.862892,"{'Wonderland Sound and Vision', 'Warner Bros.', 'The Halcyon Company', 'Columbia Pictures'}",2009-05-20,371353001,115.0,5.9,2463,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
168259,Furious 7,190000000,"{'car race', 'car', 'muscle car', 'suspense', 'speed', 'revenge', 'race'}",en,102.32221700000001,"{'Original Film', 'Colorado Office of Film, Television & Media', 'China Film Co.', 'Universal Pictures', 'Media Rights Capital (MRC)', 'Québec Production Services Tax Credit', 'Fuji Television Network', 'One Race Films', 'Abu Dhabi Film Commission', 'Dentsu'}",2015-04-01,1506249360,137.0,7.3,4176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72190,World War Z,200000000,"{'multiple perspectives', 'zombie apocalypse', 'zombie', 'apocalypse', 'dystopia', 'nuclear weapons'}",en,81.834855,"{'GK Films', 'Apparatus Productions', '2DUX²', 'Skydance Productions', 'Hemisphere Media Capital', 'Paramount Pictures', 'Latina Pictures'}",2013-06-20,531865000,116.0,6.7,5560,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0
127585,X-Men: Days of Future Past,250000000,"{'superhuman', 'time travel', 'marvel comic', 'mutant', 'beast', 'based on comic book', '1970s', 'storm', 'aftercreditsstinger', 'changing the past or future'}",en,118.07869099999999,"{'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'Marvel Entertainment', 'Revolution Sun Studios', 'Down Productions', 'TSG Entertainment'}",2014-05-15,747862775,131.0,7.5,6032,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
54138,Star Trek Into Darkness,190000000,"{'terrorist bombing', 'spacecraft', 'imax', 'futuristic', 'alien', '3d', 'space', 'sequel', 'friendship', 'space opera'}",en,78.29101800000001,"{'Skydance Productions', 'Bad Robot', 'Kurtzman/Orci', 'Paramount Pictures'}",2013-05-05,467365246,132.0,7.4,4418,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
81005,Jack the Giant Slayer,195000000,"{'giant', 'based on fairy tale'}",en,43.349855,"{'Original Film', 'Legendary Pictures', 'Bad Hat Harry Productions', 'Big Kid Pictures', 'New Line Cinema', 'Warner Bros.'}",2013-02-27,197687603,114.0,5.5,2598,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
64682,The Great Gatsby,105000000,"{'based on novel', '3d', 'obsession', 'infidelity', 'hope'}",en,61.196070999999996,"{'Bazmark Films', 'Red Wagon Entertainment', 'A&E Television Networks', 'Village Roadshow Pictures', 'Spectrum Films', 'Warner Bros.'}",2013-05-10,351040419,143.0,7.3,3769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9543,Prince of Persia: The Sands of Time,150000000,"{'armageddon', 'based on video game', 'brother against brother', 'sandstorm', 'persia', 'regent'}",en,62.169881000000004,"{'Jerry Bruckheimer Films', 'Walt Disney Pictures'}",2010-05-19,335154643,116.0,6.2,2317,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
68726,Pacific Rim,180000000,"{'giant robot', 'imax', 'duringcreditsstinger', 'apocalypse', 'dystopia', '3d', 'giant monster'}",en,56.523205000000004,"{'Legendary Pictures', 'Disney Double Dare You (DDY)', 'Warner Bros.', 'Indochina Productions'}",2013-07-11,407602906,131.0,6.7,4794,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
38356,Transformers: Dark of the Moon,195000000,"{'giant robot', 'based on cartoon', 'spacecraft', 'alien planet', 'duringcreditsstinger', 'transformers', 'sabotage', 'bodyguard', 'traitor', 'word domination', 'commando', 'moon'}",en,28.529607000000002,"{'Indochina Productions', 'Hasbro Studios', 'Di Bonaventura Pictures', 'Paramount Pictures'}",2011-06-28,1123746996,154.0,6.1,3299,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,Indiana Jones and the Kingdom of the Crystal Skull,185000000,"{'whip', 'indiana jones', 'riddle', 'saving the world', 'alien phenomenons', 'archeology\xa0', 'leather jacket', 'peru', 'treasure', 'archaeologist', 'treasure hunt', 'nuclear explosion', 'mexico city', 'maya civilization', 'machinegun', 'refrigerator'}",en,75.674458,"{'Paramount Pictures', 'Lucasfilm'}",2008-05-21,786636033,122.0,5.7,2495,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105864,The Good Dinosaur,175000000,"{'nature', 'tyrannosaurus rex', 'friends', 'fear', 'alternate history', 'dinosaur', 'human', 'storm', 'journey'}",en,51.692953,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2015-11-14,331926147,93.0,6.6,1736,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62177,Brave,185000000,"{'rebel', 'ruins', 'turns into animal', 'peace offering', 'wish', 'bravery', 'rebellious daughter', 'archery', '3d', 'archer', 'scot', 'courage', 'bear', 'kingdom', 'woman director', 'aftercreditsstinger', 'scotland'}",en,125.114374,"{'Pixar Animation Studios', 'Walt Disney Pictures'}",2012-06-21,538983207,93.0,6.7,4641,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
188927,Star Trek Beyond,185000000,"{'hatred', 'sequel', 'stranded', 'space opera'}",en,65.352913,"{'Perfect Storm Entertainment', 'Alibaba Pictures Group', 'Huahua Media', 'Sneaky Shark', 'Paramount Pictures', 'Bad Robot', 'Skydance Media'}",2016-07-07,343471816,122.0,6.6,2568,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10681,WALL·E,180000000,{'romantic comedy'},en,66.390712,"{'Pixar Animation Studios', 'FortyFour Studios', 'Walt Disney Pictures'}",2008-06-22,521311860,98.0,7.8,6296,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
5174,Rush Hour 3,140000000,{'ambassador'},en,22.57178,{'New Line Cinema'},2007-08-08,258022233,91.0,6.1,783,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14161,2012,200000000,"{'ark', 'destruction  of mankind', 'disaster', 'solar', 'apocalypse', 'destruction', 'end of the world', 'volcanic eruption', 'natural disaster', 'mayan', 'civilization'}",en,45.274225,"{'Centropolis Entertainment', 'Farewell Productions', 'Columbia Pictures', 'The Mark Gordon Company'}",2009-10-10,769653595,158.0,5.6,4903,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17979,A Christmas Carol,200000000,"{'charles dickens', 'scrooge', 'ghost', 'based on novel', 'holiday', 'christmas carol', 'money', 'victorian england', 'christmas', 'christmas eve', 'lesson'}",en,39.744242,"{'ImageMovers', 'Walt Disney'}",2009-11-04,325233863,96.0,6.6,1095,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76757,Jupiter Ascending,176000003,"{'jupiter', '3d', 'space', 'interspecies romance', 'woman director'}",en,85.36908000000001,"{'Anarchos Productions', 'Dune Entertainment', 'Warner Bros.', 'Village Roadshow Pictures'}",2015-02-04,183987723,124.0,5.2,2768,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
258489,The Legend of Tarzan,180000000,"{'tarzan', 'animal attack', 'africa', 'feral child', 'jungle'}",en,42.741719,"{'Riche Productions', 'Village Roadshow Films North America', 'Jerry Weintraub Productions', 'Village Roadshow Pictures', 'Dark Horse Entertainment', 'RatPac-Dune Entertainment', 'Beagle Pug Films'}",2016-06-29,356743061,109.0,5.5,2430,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",180000000,"{'battle', 'cupboard', 'beaver', 'saving the world', 'self sacrifice', 'based on novel', 'narnia', 'duringcreditsstinger', 'fantasy world', 'witch', 'lion', 'winter', 'brother sister relationship', 'fairy-tale figure'}",en,67.391328,"{'Walden Media', 'Walt Disney'}",2005-12-07,748806957,143.0,6.7,2629,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
246655,X-Men: Apocalypse,178000000,"{'superhuman', 'superhero', '1980s', 'world domination', 'apocalypse', 'marvel comic', 'mutant', 'based on comic book', 'supernatural powers', 'aftercreditsstinger', 'superhero team'}",en,139.272042,"{'Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions', 'Marvel Entertainment', 'TSG Entertainment', 'Kinberg Genre'}",2016-05-18,543934787,144.0,6.4,4721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
